entry_id,model,model_label,domain,task_id8,task_id,source_zip,folder,instruction,score,success,duration_sec,session_recording_duration_sec,info_duration_sec,raw_steps,annotatable_steps,sleep_steps,done_steps,hidden_actions,has_recording,recording_path,traj_path,trajectory_sha256,recording_sha256,has_session,has_info,has_result,has_system_prompt,has_trajectory_csv,action_summaries
minimax__2b94c692,minimax,MiniMax-M3,libreoffice_impress,2b94c692,2b94c692-6abb-48ae-ab0b-b3e8a19cb340,fable_minimax_gpt55_final8_24recordings_20260923_223430.zip,minimax/libreoffice_impress__2b94c692,Move the image to the right side on Slide 2.,1.0,True,47.867,48.11,47.866667,5,4,0,1,0,True,minimax/libreoffice_impress__2b94c692/recording.mp4,minimax/libreoffice_impress__2b94c692/traj.jsonl,67a9b7aa9a3830d3d67abe90ac981e626812be70e9afef3575bd70e368f9938c,3faf4e09c98863e4a6eb2cf337b01c959c50bf04e9ab6479fe15e6c2db43fee4,True,True,True,False,True,"""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(86, 365) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(286, 551) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.dragTo(586, 551, duration=1) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.dragTo(883, 551, duration=1)"
fable__2b94c692,fable,Claude Fable 5,libreoffice_impress,2b94c692,2b94c692-6abb-48ae-ab0b-b3e8a19cb340,fable_minimax_gpt55_final8_24recordings_20260923_223430.zip,fable/libreoffice_impress__2b94c692,Move the image to the right side on Slide 2.,1.0,True,101.7,102.0,101.7,5,4,0,1,0,True,fable/libreoffice_impress__2b94c692/recording.mp4,fable/libreoffice_impress__2b94c692/traj.jsonl,0647a426dab2bc1efbfe87882248dbd008b5440a8788e37adc50e82b5ce561a6,d50e24dc9c99fe974269fb42f7c7a8a5a2a58d2855a71739833de524dfed4e46,True,True,True,True,True,"# Double-click on Slide 2 in the slide panel to open it || pyautogui.click(558, 583) || pyautogui.click(700, 850) | pyautogui.hotkey('ctrl', 's') | pyautogui.press('enter') || pyautogui.press('escape') | pyautogui.press('escape') | pyautogui.hotkey('ctrl', 's')"
gpt55__0810415c,gpt55,GPT-5.5,libreoffice_writer,0810415c,0810415c-bde4-4443-9047-d5f70165a697,writer_0810415c_vscode_9439a27b_6videos_20260924_105006.zip + minimax_fable_gpt55_osworld_80tasks_trajectories_20260923_204010.zip,gpt55/libreoffice_writer__0810415c,Make the line spacing of first two paragraph into double line spacing,1.0,True,280.333,280.333333,280.333333,3,2,0,1,0,True,gpt55/libreoffice_writer__0810415c/recording.mp4,gpt55/libreoffice_writer__0810415c/traj.jsonl,efb28abb9da3a9b440b18dbf42b76ae09814aadd9ef46f3470ae81dacecdb70b,87f4cb24d1859e4bf1e8a5ada402b5b2ab2d813dfb49cb69576d8a3f7760d908,True,True,True,True,False,"pyautogui.click(650, 395) | pyautogui.hotkey('ctrl', 'home') | pyautogui.press('down', presses=2, interval=0.1) || pyautogui.click(760, 581) | pyautogui.click(1418, 147) | pyautogui.press('home')"
minimax__0810415c,minimax,MiniMax-M3,libreoffice_writer,0810415c,0810415c-bde4-4443-9047-d5f70165a697,writer_0810415c_vscode_9439a27b_6videos_20260924_105006.zip + minimax_fable_gpt55_osworld_80tasks_trajectories_20260923_204010.zip,minimax/libreoffice_writer__0810415c,Make the line spacing of first two paragraph into double line spacing,1.0,True,108.733,108.733333,108.733333,12,11,0,1,0,True,minimax/libreoffice_writer__0810415c/recording.mp4,minimax/libreoffice_writer__0810415c/traj.jsonl,4668a8f37c3909235564a2f90b5d352fc63c5f6137dde45638cf9382cbc21ef4,718cd86c40b75c352656261af29772c055969e7dbb0c9303b1e477235143dc67,True,True,True,False,False,"""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(961, 172) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(150, 71) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(150, 71) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(170, 235) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(490, 643) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(324, 736) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(715, 786) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.hotkey('ctrl', 's') || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.press('enter') || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.hotkey('ctrl', 'z') || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(500, 625)"
fable__0810415c,fable,Claude Fable 5,libreoffice_writer,0810415c,0810415c-bde4-4443-9047-d5f70165a697,writer_0810415c_vscode_9439a27b_6videos_20260924_105006.zip + minimax_fable_gpt55_osworld_80tasks_trajectories_20260923_204010.zip,fable/libreoffice_writer__0810415c,Make the line spacing of first two paragraph into double line spacing,1.0,True,387.067,387.066667,387.066667,9,8,0,1,0,True,fable/libreoffice_writer__0810415c/recording.mp4,fable/libreoffice_writer__0810415c/traj.jsonl,1c20ce1e323bad887078dc6126b2f7bd44d976459c1feb4b830a1b77b434a2d7,e1f94716ffe5f9827b404da14d716cf0a87166b6814887b63dd8382e65f64c85,True,True,True,True,False,"pyautogui.click(650, 396) | # Shift+click at the end of the second paragraph (after ""the end."") | pyautogui.click(686, 525) || pyautogui.click(1466, 289) || pyautogui.hotkey('ctrl', 's') | pyautogui.press('enter') || pyautogui.hotkey('ctrl', 'z') || pyautogui.press('right') | pyautogui.hotkey('ctrl', 's') || pyautogui.hotkey('ctrl', 's') | pyautogui.press('enter') || pyautogui.hotkey('ctrl', 'z') | pyautogui.hotkey('ctrl', 's') || pyautogui.hotkey('ctrl', 's')"
gpt55__37887e8c,gpt55,GPT-5.5,os,37887e8c,37887e8c-da15-4192-923c-08fa390a176d,fable_minimax_gpt55_final8_24recordings_20260923_223430.zip,gpt55/os__37887e8c,"Compress all files under ""/tmp/test_files"" that were last modified 30 days ago and put them in ""/tmp/test_files/old_files"". Move all other files to ""/tmp/test_files/new_files.",0.0,False,435.267,435.859,435.266667,6,5,0,1,0,True,gpt55/os__37887e8c/recording.mp4,gpt55/os__37887e8c/traj.jsonl,ae41904fe3993cd80698b93cbfdcacfb8b28ed17750b5d47ffbc5bd371b5d371,b3c8e94d660d60c5ed8c95f51a0ff7366743d33b8f5fb292f5c9455aa7e00b09,True,True,True,True,True,"pyautogui.hotkey('ctrl','v') | pyautogui.press('enter') || pyautogui.hotkey('ctrl', 'c') | pyautogui.hotkey('ctrl', 'shift', 'v') | pyautogui.hotkey('ctrl', 'c') || from pathlib import Path || print(""DONE"") | pyautogui.click(527, 113) | pyautogui.hotkey('ctrl', 'c') || print(f""DONE old={old_count} new={new_count}"") | f.write(script) | pyautogui.click(527, 113)"
minimax__37887e8c,minimax,MiniMax-M3,os,37887e8c,37887e8c-da15-4192-923c-08fa390a176d,fable_minimax_gpt55_final8_24recordings_20260923_223430.zip,minimax/os__37887e8c,"Compress all files under ""/tmp/test_files"" that were last modified 30 days ago and put them in ""/tmp/test_files/old_files"". Move all other files to ""/tmp/test_files/new_files.",1.0,True,751.033,751.563,751.033333,29,28,0,1,0,True,minimax/os__37887e8c/recording.mp4,minimax/os__37887e8c/traj.jsonl,21bdb38f97c6c9ba11223b7de3c253202882db379662bd6a63c4db78db9b4e79,98196b27873c163c3614de94d629c871dc7be10f617349ef9ee2d62d3be8c098,True,True,True,False,True,"""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(327, 278) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.typewrite('ls -la /tmp/test_files/', interval=0.02) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.typewrite('mkdir -p /tmp/test_files/old_files /tmp/test_files/new_files', interval=0.02) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(327, 278) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.typewrite('echo ""test""', interval=0.05) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.press('enter') || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.hotkey('ctrl', 'l') || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(323, 278) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(323, 278) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(323, 278) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(323, 278) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(323, 278) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(323, 278) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(516, 278) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | # Try clicking directly on the prompt text area || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.press('t') || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(323, 681) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(323, 913) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(323, 936) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(323, 936)"
fable__37887e8c,fable,Claude Fable 5,os,37887e8c,37887e8c-da15-4192-923c-08fa390a176d,fable_minimax_gpt55_final8_24recordings_20260923_223430.zip,fable/os__37887e8c,"Compress all files under ""/tmp/test_files"" that were last modified 30 days ago and put them in ""/tmp/test_files/old_files"". Move all other files to ""/tmp/test_files/new_files.",1.0,True,765.533,766.047,765.533333,17,16,0,1,0,True,fable/os__37887e8c/recording.mp4,fable/os__37887e8c/traj.jsonl,b769e49c424d50d774e4007fe81f24b767ad2f8ba7efb430f25ad23c01df6128,d3a9effcc4ae5c4900b7f8ed2409456278b5615bdb6c0c0bb67ba4d81fcc74a9,True,True,True,True,True,"pyautogui.click(620, 300) | echo ALL_DONE' | pyautogui.typewrite(cmd, interval=0.02) || pyautogui.click(600, 115) | echo ALL_DONE' | pyautogui.write(cmd, interval=0.03) || # Dismiss the notification popup by clicking on it | pyautogui.click(992, 69) | pyautogui.click(627, 78) || pyautogui.click(35, 815) | pyautogui.click(620, 250) | pyautogui.write(cmd, interval=0.06) || pyautogui.hotkey('ctrl', 'alt', 't') | pyautogui.write(script, interval=0.05) | pyautogui.press('enter') || script = ""cd /tmp/test_files && mkdir -p old_files new_files || script = ""cd /tmp/test_files && mkdir -p old_files new_files || script = ""cd /tmp/test_files && mkdir -p old_files new_files || pyautogui.click(620, 300) | echo DONE_TASK | pyautogui.write(cmd, interval=0.01) || pyautogui.click(993, 69) | pyautogui.click(627, 78) | pyautogui.click(620, 300) || script = ""cd /tmp/test_files && mkdir -p old_files new_files || script = r''' || subprocess.run(['bash', '-c', 'ls -lR /tmp/test_files > /tmp/verify_task.txt 2>&1'], timeout=30) || root = '/tmp/test_files' || f.write('\n'.join(lines)) || pyautogui.click(620, 300) | pyautogui.typewrite('gzip /tmp/test_files/old_files/*.txt\n', interval=0.02) | pyautogui.typewrite('ls -lR /tmp/test_files\n', interval=0.02)"
gpt55__9195653c,gpt55,GPT-5.5,vlc,9195653c,9195653c-f4aa-453d-aa95-787f6ccfaae9,fable_minimax_gpt55_final8_24recordings_20260923_223430.zip,gpt55/vlc__9195653c,I like watching movies (using VLC) on my laptop and sometimes the volume is too low for my taste even when the volume in VLC is set to the maximum of 125% on the volume control. Can you increase the max volume of the video to the 200% of the original volume?,1.0,True,628.867,629.954,628.866667,16,14,1,1,1,True,gpt55/vlc__9195653c/recording.mp4,gpt55/vlc__9195653c/traj.jsonl,ceb959b9624020dc71ac9d66e8e6a9d44442a153c7db3b005de92f97d580ab3e,0f4bb1d0d687d2db95fe9a2ce7ed694a5576ff0646d5fb1b37db173441c5660d,True,True,True,True,True,"pyautogui.click(946, 345) | pyautogui.hotkey('ctrl', 'p') || pyautogui.click(638, 898) || pyautogui.click(704, 253) | pyautogui.hotkey('ctrl', 'a') | pyautogui.write('maximum volume', interval=0.01) || pyautogui.click(636, 365) || pyautogui.scroll(-5, x=1318, y=824) || pyautogui.click(1290, 806) | pyautogui.hotkey('ctrl', 'a') | pyautogui.write('200', interval=0.01) || pyautogui.dragTo(1223, 771, duration=0.2, button='left') || pyautogui.hotkey('ctrl', 'up') || pyautogui.hotkey('ctrl', 'q') | pyautogui.hotkey('alt', 'f2') | pyautogui.write('vlc', interval=0.01) || # Reflection: VLC has restarted with the saved max-volume setting, but the volume is currently at 0%; drag the VLC volume control all the way to the far right to set it to the new 200% maximum. | pyautogui.dragTo(1221, 770, duration=0.3, button='left') || pyautogui.hotkey('ctrl', 'up') || pyautogui.click(945, 550) | pyautogui.scroll(8) || time.sleep(0.2) || (no UI action detected)"
minimax__9195653c,minimax,MiniMax-M3,vlc,9195653c,9195653c-f4aa-453d-aa95-787f6ccfaae9,fable_minimax_gpt55_final8_24recordings_20260923_223430.zip,minimax/vlc__9195653c,I like watching movies (using VLC) on my laptop and sometimes the volume is too low for my taste even when the volume in VLC is set to the maximum of 125% on the volume control. Can you increase the max volume of the video to the 200% of the original volume?,1.0,True,263.967,264.391,263.966667,21,20,0,1,0,True,minimax/vlc__9195653c/recording.mp4,minimax/vlc__9195653c/traj.jsonl,9895ea0ec03847fe38744b7896156afd2f4943b50f0c7cfd1447197ad7e5398d,05664955e7f846518344ddaefedd2e2d908ce06b971fcf982fdc4da1cadc3f88,True,True,True,False,True,"""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(x=492, y=344) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(x=516, y=558) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(x=492, y=344) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(x=516, y=558) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(xx=332, yy=599) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(x=341, y=599) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(x=331, y=599) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(x=359, yy=250) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(x=359, y=250) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(x=332, y=600) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(x=332, y=601) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(x=341, y=600) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(xx=331, y=601, button='left') || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.hotkey('ctrl', 'alt', 't') || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.hotkey('ctrl', 'alt', 't') || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(x=228, y=278) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(x=228, y=78) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(x=228, y=146) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(x=228, y=176) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls"
fable__9195653c,fable,Claude Fable 5,vlc,9195653c,9195653c-f4aa-453d-aa95-787f6ccfaae9,fable_minimax_gpt55_final8_24recordings_20260923_223430.zip,fable/vlc__9195653c,I like watching movies (using VLC) on my laptop and sometimes the volume is too low for my taste even when the volume in VLC is set to the maximum of 125% on the volume control. Can you increase the max volume of the video to the 200% of the original volume?,1.0,True,246.133,246.828,246.133333,18,16,1,1,1,True,fable/vlc__9195653c/recording.mp4,fable/vlc__9195653c/traj.jsonl,ad6e1be413997febfa8dc9e89f5635a50f572dfd3d4c6b281ee40c928a121492,057bb3cb1c30e3879dc199fc0c2bf311898a2deaead8cfe4634a5f9ebb5e23dd,True,True,True,True,True,"pyautogui.click(947, 373) || pyautogui.click(990, 604) || pyautogui.click(945, 570) || pyautogui.click(641, 898) || pyautogui.scroll(-3, x=710, y=600) || pyautogui.click(595, 688) || pyautogui.click(595, 607) || pyautogui.click(635, 688) || pyautogui.scroll(-5) || pyautogui.typewrite('200', interval=0.1) || pyautogui.click(1210, 902) || pyautogui.hotkey('ctrl', 'alt', 't') || pyautogui.click(400, 300) | pyautogui.typewrite('grep ""qt-max-volume"" ~/.config/vlc/vlcrc\n', interval=0.02) || pyautogui.typewrite('exit\n', interval=0.02) | pyautogui.click(1227, 345) || pyautogui.click(35, 268) || pyautogui.click(1218, 770)"
gpt55__9439a27b,gpt55,GPT-5.5,vs_code,9439a27b,9439a27b-18ae-42d8-9778-5f68f891805e,writer_0810415c_vscode_9439a27b_6videos_20260924_105006.zip + minimax_fable_gpt55_osworld_80tasks_trajectories_20260923_204010.zip,gpt55/vs_code__9439a27b,"Please help me modify the setting of VS Code to keep my cursor focused on the debug console when debugging in VS Code, instead of automatically focusing back on the Editor.",0.0,False,143.633,143.633333,143.633333,5,4,0,1,0,True,gpt55/vs_code__9439a27b/recording.mp4,gpt55/vs_code__9439a27b/traj.jsonl,805b89ff7af57bc1ff77d1bc9f3381842bfdce6c76c4dd4f54fa252d47087e52,431473f2390f010120165a48bd629fb154ec0035f6dc0d7cff97d30195325bc9,True,True,True,True,False,"open(path, ""w"", encoding=""utf-8"").write(new_text) | pyautogui.click(960, 540) | pyautogui.hotkey(""ctrl"", ""shift"", ""p"") || open(p, ""w"", encoding=""utf-8"").write(new_text) | pyautogui.click(960, 540) | pyautogui.hotkey(""ctrl"", ""shift"", ""p"") || open(path, ""w"", encoding=""utf-8"").write(text) | pyautogui.click(960, 540) | pyautogui.hotkey(""ctrl"", "","") || open(p, ""w"", encoding=""utf-8"").write(text) | pyautogui.click(960, 540) | pyautogui.press(""f1"")"
minimax__9439a27b,minimax,MiniMax-M3,vs_code,9439a27b,9439a27b-18ae-42d8-9778-5f68f891805e,writer_0810415c_vscode_9439a27b_6videos_20260924_105006.zip + minimax_fable_gpt55_osworld_80tasks_trajectories_20260923_204010.zip,minimax/vs_code__9439a27b,"Please help me modify the setting of VS Code to keep my cursor focused on the debug console when debugging in VS Code, instead of automatically focusing back on the Editor.",1.0,True,94.867,94.866667,94.866667,6,5,0,1,0,True,minimax/vs_code__9439a27b/recording.mp4,minimax/vs_code__9439a27b/traj.jsonl,27c7e9f8e3e8feac9b28e8c55f098a6f44aeb292d3a7726d83f5ba1d0b439f7c,b233f5acfecb0227ded5494546c45e95face2ce6f04bdf2b61f450e0acadec66,True,True,True,False,False,"""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.hotkey('ctrl', 'shift', 'p') || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.typewrite('Preferences: Open User Settings (JSON)', interval=0.02) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(571, 272) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(771, 289) || ""moveTo"", ""dragTo"", ""mouseDown"", ""mouseUp"", ""moveRel"", ""dragRel""): | # position()/size() deliberately NOT overridden -- pyautogui's scroll() calls | pyautogui.click(571, 272)"
fable__9439a27b,fable,Claude Fable 5,vs_code,9439a27b,9439a27b-18ae-42d8-9778-5f68f891805e,writer_0810415c_vscode_9439a27b_6videos_20260924_105006.zip + minimax_fable_gpt55_osworld_80tasks_trajectories_20260923_204010.zip,fable/vs_code__9439a27b,"Please help me modify the setting of VS Code to keep my cursor focused on the debug console when debugging in VS Code, instead of automatically focusing back on the Editor.",1.0,True,76.867,76.866667,76.866667,4,3,0,1,0,True,fable/vs_code__9439a27b/recording.mp4,fable/vs_code__9439a27b/traj.jsonl,4757120e75c6b0723278bfb3fdf66d7ebab39d2bb6e992d00f4b383acf4e8d8b,1eccf51840135bb1085c0b4c6d53ef838091d7a24ccafa960b52f54f5cc7fce9,True,True,True,True,False,"pyautogui.click(1100, 900) | pyautogui.hotkey('ctrl', ',') || pyautogui.click(1090, 399) | pyautogui.typewrite('debug.focusEditorOnBreak', interval=0.02) || pyautogui.click(998, 513)"
